img_path,question,ground_truth,predicts
vivqa-dataset/images/image_6488.jpg,đàn cừu và trẻ sơ sinh đang ở đâu,chuồng,chuồng
vivqa-dataset/images/image_106315.jpg,vỏ cam để ở đâu,bát,bát
vivqa-dataset/images/image_45173.jpg,một số chuối và một món đồ chơi ở đâu,cái rổ,cái rổ
vivqa-dataset/images/image_202186.jpg,con chó nhỏ đứng ở đâu,vali,vali
vivqa-dataset/images/image_369811.jpg,cặp bò ăn cỏ khô ở đâu,chuồng,chuồng
vivqa-dataset/images/image_160712.jpg,một ông già nằm ở đâu,giường,phòng
vivqa-dataset/images/image_258265.jpg,hoa trên bàn nằm ở đâu,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_154869.jpg,một số người đứng xung quanh đâu,quán ăn,phòng bếp
vivqa-dataset/images/image_481178.jpg,người có một con dơi bóng chày ở đâu,hộp,sân bay
vivqa-dataset/images/image_387696.jpg,ba người chuẩn bị một bữa ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_74335.jpg,nhóm bạn đang đứng ở đâu đang cười,phòng bếp,phòng
vivqa-dataset/images/image_154037.jpg,người phụ nữ sử dụng máy xay sinh tố ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_98298.jpg,người phụ nữ đang kiểm tra điện thoại di động ở đâu,nhà vệ sinh,phòng tắm
vivqa-dataset/images/image_175391.jpg,đứa trẻ đang mỉm cười ở đâu,vali,vali
vivqa-dataset/images/image_304887.jpg,cầu thang nằm ở đâu,nhà ở,cửa hàng
vivqa-dataset/images/image_389577.jpg,người đàn ông ngồi ở đâu trong khi sử dụng máy tính xách tay,xe ô tô,phòng
vivqa-dataset/images/image_110758.jpg,những người đàn ông và một người đang đội mũ trắng đang ngồi ở đâu,con thuyền,con thuyền
vivqa-dataset/images/image_444399.jpg,căn phòng được trang trí độc đáo ở đâu,nhà ở,nhà ở
vivqa-dataset/images/image_74601.jpg,ánh sáng trên đâu,phòng ngủ,gương
vivqa-dataset/images/image_106228.jpg,người phụ nữ uống bia ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_14180.jpg,người đàn ông trẻ đang đeo kính và một chiếc mũ dr seuss đang ngồi và cầm ván trượt tuyết ở đâu,cái ghế,ván trượt
vivqa-dataset/images/image_116131.jpg,cậu bé đang nhìn ở đâu,tủ lạnh,tủ lạnh
vivqa-dataset/images/image_139883.jpg,một vài chiếc đĩa bị mắc kẹt ở đâu,tòa tháp,lồng
vivqa-dataset/images/image_129894.jpg,nhà vệ sinh kiểu cũ ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_133912.jpg,người đó phản chiếu bản thân ở đâu,gương,gương
vivqa-dataset/images/image_516313.jpg,gấu nhồi nằm ở đâu,cửa sổ,cửa sổ
vivqa-dataset/images/image_48993.jpg,bồn tắm mèo không vui vẻ ở đâu,bồn tắm,chậu
vivqa-dataset/images/image_361778.jpg,"gấu teddy ngồi ở đâu, giữ một thiệp chúc mừng",cái ghế,cái ghế
vivqa-dataset/images/image_137833.jpg,"bông cải xanh, một bóng đèn tỏi và các sắc thái khác được sắp xếp ở đâu",thùng chứa,cái rổ
vivqa-dataset/images/image_94145.jpg,xe lớn cũ kĩ ở đâu,gương,gương
vivqa-dataset/images/image_347794.jpg,người phụ nữ với mái tóc đỏ tươi và hình xăm ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_266418.jpg,người đàn ông đứng ở đâu trong khi câu cá,con thuyền,con thuyền
vivqa-dataset/images/image_440347.jpg,vận động viên trượt ván đang làm trò ở đâu,đường ống,đường phố
vivqa-dataset/images/image_417458.jpg,những loại trái cây khác nhau ở đâu,bát,bát
vivqa-dataset/images/image_133672.jpg,pizza kích thước lớn ở đâu với một lát bị mất,hộp,hộp
vivqa-dataset/images/image_391842.jpg,nơi nào có một vài hươu cao cổ,chuồng,chuồng
vivqa-dataset/images/image_84609.jpg,con mèo đang ngủ trưa ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_119370.jpg,một số ván lướt sóng đang ở đâu,cửa hàng,sân bay
vivqa-dataset/images/image_287735.jpg,người phụ nữ với một con mèo trên vai phản chiếu ở đâu,gương,gương
vivqa-dataset/images/image_193476.jpg,nhà vệ sinh và bồn rửa ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_6673.jpg,hướng dương vàng đang cắm ở đâu,lọ cắm hoa,cái nồi
vivqa-dataset/images/image_223682.jpg,người trượt ván đang đi trên ván trượt của mình ở đâu,đường phố,đường phố
vivqa-dataset/images/image_322057.jpg,hai con mèo ngủ trưa ở đâu,cái ghế,giường
vivqa-dataset/images/image_336075.jpg,người đang ngồi đi văng ở đâu,phòng,nhà ở
vivqa-dataset/images/image_53037.jpg,một chiếc ghế dài màu be và gối màu cam ở đâu,phòng,phòng
vivqa-dataset/images/image_179037.jpg,chiếc bánh pizza được xếp ở đâu,hộp,hộp
vivqa-dataset/images/image_491737.jpg,người đàn ông chuẩn bị thức ăn ở đâu trong khi đứng,phòng bếp,phòng bếp
vivqa-dataset/images/image_450551.jpg,ba con hươu cao cổ của họ trông ở đâu,rào chắn,chuồng
vivqa-dataset/images/image_244279.jpg,người phụ nữ đang chải tóc ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_463953.jpg,người đàn ông và một người phụ nữ chơi trò chơi ở đâu,nhà,phòng
vivqa-dataset/images/image_84757.jpg,đầu bếp phục vụ một người ở đâu,cái lều,quán ăn
vivqa-dataset/images/image_69346.jpg,nấu bánh pizza ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_438912.jpg,đâu là con mèo con ngủ trưa,món ăn,bát
vivqa-dataset/images/image_34557.jpg,cô gái giữ một chiếc bánh rán tráng men ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_454619.jpg,người phụ nữ với một chiếc xe đẩy hành lý dính đầu ở đầu,cửa,con chim
vivqa-dataset/images/image_78320.jpg,hoa violet ở đâu trên bàn,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_7722.jpg,con mèo trắng nằm ở đâu,chậu,chậu
vivqa-dataset/images/image_292993.jpg,con mèo đang quan sát thị trường của mình ở đâu,gương,gương
vivqa-dataset/images/image_327324.jpg,những bông hoa rất đẹp cắm ở đâu,lọ cắm hoa,lọ trượt
vivqa-dataset/images/image_327328.jpg,một con mèo cam đang ngồi ở đâu,cái túi,cái túi
vivqa-dataset/images/image_366162.jpg,bồn tiểu bẩn ở đâu,phòng tắm,nhà vệ sinh
vivqa-dataset/images/image_429399.jpg,đồng hồ treo ở đâu,trạm,trạm
vivqa-dataset/images/image_480851.jpg,người đàn ông hiện đang trượt nước ở đâu,hồ,con thuyền
vivqa-dataset/images/image_341917.jpg,một nhà vệ sinh ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_308878.jpg,hai chàng trai trượt ván ở đâu trong khi những người đứng xung quanh nói chuyện hoặc ngồi trên máy tẩy trắng,tòa nhà,tòa nhà
vivqa-dataset/images/image_541797.jpg,người đàn ông đang giữ một bộ điều khiển trò chơi video ở đâu,phòng,phòng
vivqa-dataset/images/image_255226.jpg,cô gái trẻ đang ở đâu,hộp,phòng bếp
vivqa-dataset/images/image_42725.jpg,ba phụ nữ rửa bát ở đâu,phòng bếp,chậu
vivqa-dataset/images/image_362140.jpg,người đang chụp ảnh ở đâu,gương,gương
vivqa-dataset/images/image_80634.jpg,"pizza với bông cải xanh, hành tây và ớt đỏ nằm ở đâu",hộp,hộp
vivqa-dataset/images/image_11328.jpg,hai người phụ nữ sử dụng bộ điều khiển ở đâu,phòng,phòng
vivqa-dataset/images/image_16664.jpg,con mèo sọc nâu với màu trắng ở đâu,thùng chứa,bát
vivqa-dataset/images/image_92801.jpg,con mèo nằm ​​ở đâu,vali,vali
vivqa-dataset/images/image_246087.jpg,người đàn ông đang ở đâu,ô cửa,tủ lạnh
vivqa-dataset/images/image_256877.jpg,hành lý đi vòng quanh đâu,trạm,sân bay
vivqa-dataset/images/image_458166.jpg,"mèo đen ngồi ở đâu,",cái ghế,cái ghế
vivqa-dataset/images/image_74825.jpg,con mèo đang ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_24253.jpg,giường và tủ đầu giường nằm ở đâu,phòng ngủ,phòng ngủ
vivqa-dataset/images/image_513266.jpg,một số bánh rán khác nhau được đặt ở đâu,hộp,hộp
vivqa-dataset/images/image_18395.jpg,bông hoa màu đỏ đang nằm ở đâu,lọ cắm hoa,cái lọ
vivqa-dataset/images/image_330164.jpg,người đàn ông mang một chú chó con tắm ở đâu,chậu,chậu
vivqa-dataset/images/image_181859.jpg,con mèo dễ thương nằm ở đâu,chậu,chậu
vivqa-dataset/images/image_581486.jpg,người đàn ông đang đeo nơ ở đâu,thư viện,áo vest
vivqa-dataset/images/image_310546.jpg,một số loại rau nằm ở đâu,bát,cái nồi
vivqa-dataset/images/image_64836.jpg,cà rốt tươi đi ở đâu,phòng bếp,cái nồi
vivqa-dataset/images/image_478298.jpg,đâu là trẻ mới biết đi dép cầm bàn chải đánh răng,phòng,hành lang
vivqa-dataset/images/image_493316.jpg,con mèo đen trắng đang ẩn nấp ở đâu,cái túi,cái túi
vivqa-dataset/images/image_554711.jpg,người phụ nữ đang sử dụng máy tính xách tay ở đâu,giường,giường
vivqa-dataset/images/image_458328.jpg,con chó con nhỏ ở đâu,xe ô tô,cái ghế
vivqa-dataset/images/image_164091.jpg,búp bê ở đâu,cái rổ,cái ghế
vivqa-dataset/images/image_221829.jpg,bánh cupcake phục vụ ở đâu,món ăn,bát
vivqa-dataset/images/image_470029.jpg,phòng tắm được phản chiếu ở đâu,cửa,gương
vivqa-dataset/images/image_326837.jpg,đầu bếp đang chuẩn bị bữa ăn ở đâu,cửa sổ,phòng bếp
vivqa-dataset/images/image_218368.jpg,người đàn ông làm mặt ở đâu khi anh ta chụp ảnh với iphone,gương,gương
vivqa-dataset/images/image_274715.jpg,người đàn ông đặt thiết bị cắm trại ở đâu,phương tiện giao thông,cái ghế
vivqa-dataset/images/image_76588.jpg,con mèo lớn đang nằm ở đâu,chậu,chậu
vivqa-dataset/images/image_31838.jpg,con chó đang nhìn ở đâu,gương,gương
vivqa-dataset/images/image_409216.jpg,người biểu diễn đứng ở đâu,vali,đường phố
vivqa-dataset/images/image_566174.jpg,gấu teddy nhìn xuống một cái lỗ ở đâu,sàn nhà,cửa sổ
vivqa-dataset/images/image_568660.jpg,người phụ nữ đang gọt chuối đâu,nhà ở,quán ăn
vivqa-dataset/images/image_522360.jpg,người đàn ông đang nằm ở đâu,giường,cái ghế
vivqa-dataset/images/image_23361.jpg,ô tô dừng ở đâu,đường phố,đường phố
vivqa-dataset/images/image_168020.jpg,con chó đang nhìn ở đâu,gương,cửa sổ
vivqa-dataset/images/image_106072.jpg,xe màu đỏ dừng ở đâu,đường phố,đường phố
vivqa-dataset/images/image_194744.jpg,pizza bị ăn một phần nằm ở đâu,hộp,quán ăn
vivqa-dataset/images/image_538721.jpg,người đàn ông đặt máy tính xách tay ở đâu,cái túi,cái ghế
vivqa-dataset/images/image_498081.jpg,một chiếc xe cũ đang nằm ở đâu,đường phố,đường phố
vivqa-dataset/images/image_299811.jpg,nhà vệ sinh trắng không được sử dụng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_18058.jpg,tấm biển có hình ảnh sĩ quan mặc đồng phục được dán ở đâu,đường phố,đường phố
vivqa-dataset/images/image_358265.jpg,một con voi đứng đang đứng ở đâu,đường bộ,cái ghế
vivqa-dataset/images/image_412247.jpg,cô gái sẵn sàng vung gậy bóng chày ở đâu,lồng,hộp
vivqa-dataset/images/image_248564.jpg,phòng khách trống ở đâu,nhà ở,phòng
vivqa-dataset/images/image_542804.jpg,hạt gỗ kết thúc ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_276133.jpg,một số cà rốt rang ở đâu,món ăn,bát
vivqa-dataset/images/image_203479.jpg,người đàn ông nằm ở đâu,phòng,phòng
vivqa-dataset/images/image_577333.jpg,những con gấu bông được xếp ở đâu,phòng,cái ghế
vivqa-dataset/images/image_452761.jpg,người phụ nữ trẻ đang đeo cà vạt ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_403830.jpg,người đàn ông đang vẫy tay ở đâu,con thuyền,con thuyền
vivqa-dataset/images/image_513600.jpg,người phụ nữ trẻ đẹp tóc vàng đang pha đồ uống ở đâu,máy xay,cái ghế
vivqa-dataset/images/image_76409.jpg,giường nằm ở đâu,phòng,phòng
vivqa-dataset/images/image_192927.jpg,giường có kích cỡ vua ở đâu,phòng,phòng
vivqa-dataset/images/image_53608.jpg,người đàn ông mặc áo đen đang làm đồ ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_305227.jpg,thanh niên và một con chó trôi ở đâu,con thuyền,con thuyền
vivqa-dataset/images/image_217978.jpg,hai con chó của các giống khác nhau đang đứng ở đâu,sân vườn,cái ghế
vivqa-dataset/images/image_359399.jpg,anh chàng mặc vest đâu,phòng,phòng
vivqa-dataset/images/image_531967.jpg,người phụ nữ đặt một poster ở đâu,phòng bếp,lò vi sóng
vivqa-dataset/images/image_250261.jpg,đồng hồ tròn lớn có ít nhất ba mặt gắn trên đâu,tòa nhà,đường phố
vivqa-dataset/images/image_226648.jpg,chiếc vali còn sót lại nằm ở đâu,nhà ở,đường phố
vivqa-dataset/images/image_323264.jpg,hai chàng trai và một cô gái đang ngồi ở đâu và các chàng trai đang chơi wii,phòng ngủ,giường
vivqa-dataset/images/image_346158.jpg,con chó trắng dễ thương đang ở đâu,cái rổ,cái rổ
vivqa-dataset/images/image_347111.jpg,những con voi xếp hàng ở đâu,ảnh chụp,chuồng
vivqa-dataset/images/image_79189.jpg,người phụ nữ đang đứng ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_143900.jpg,trẻ nhỏ đang đánh răng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_98965.jpg,đoàn tàu dừng ở đâu,trạm,trạm
vivqa-dataset/images/image_117891.jpg,mèo con nhỏ ngồi ở đâu,bát,bát
vivqa-dataset/images/image_499978.jpg,đầu bếp ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_413754.jpg,người chơi bóng chày đang ở đâu khi chơi một trận đấu,sân vận động,đường phố
vivqa-dataset/images/image_147122.jpg,một khe hở mà thức ăn có thể được đưa vào phòng khách nằm ở đâu,tường,phòng bếp
vivqa-dataset/images/image_566193.jpg,rèm tắm treo ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_183197.jpg,con chó con đang ngồi ở đâu,cái rổ,xe đạp
vivqa-dataset/images/image_437832.jpg,mọi người đang lên tàu ở đâu,trạm,trạm
vivqa-dataset/images/image_33995.jpg,pizza nhỏ đang nằm ở đâu,chảo,chảo
vivqa-dataset/images/image_564816.jpg,"bồn tắm, nhà vệ sinh và bồn rửa ở đâu",phòng tắm,phòng tắm
vivqa-dataset/images/image_327324.jpg,hoa màu tím và xanh ở đâu cùng với hoa trắng xinh xắn,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_34164.jpg,cửa sổ ở phía trên bồn tắm dài nằm ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_510246.jpg,người phụ nữ đang tạo dáng ở đâu,nhà ở,phòng bếp
vivqa-dataset/images/image_479234.jpg,đồng hồ tốt ở đâu,tòa nhà,tòa tháp
vivqa-dataset/images/image_419610.jpg,đâu là nhiều bánh mì và đồ ngọt,cửa sổ,cửa sổ
vivqa-dataset/images/image_409489.jpg,hai con mèo được nhìn thấy ở đâu,lò vi sóng,phòng bếp
vivqa-dataset/images/image_11080.jpg,con chó đang chơi với một món đồ chơi chó ở đâu,áo vest,cái ghế
vivqa-dataset/images/image_342295.jpg,tác phẩm nghệ thuật được đóng khung và lưu trữ ở đâu,bồn tắm,bồn tắm
vivqa-dataset/images/image_430343.jpg,xe máy màu xanh và bạc đang đậu ở đâu,ga-ra,ga-ra
vivqa-dataset/images/image_116316.jpg,hầu hết các pizza lớn nằm ở đâu,hộp,hộp
vivqa-dataset/images/image_364437.jpg,nước rửa miệng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_419324.jpg,nhóm người gặp nhau ở đâu,phòng,phòng
vivqa-dataset/images/image_32832.jpg,hai xe bus đầy màu sắc đang đỗ ở đâu,ga-ra,ga-ra
vivqa-dataset/images/image_40901.jpg,người đàn ông trẻ đang rửa tay ở đâu,chậu,phòng tắm
vivqa-dataset/images/image_546301.jpg,túi hành lý được đặt ở đâu,xe đẩy,xe đẩy
vivqa-dataset/images/image_500982.jpg,hai người ngồi ở đâu,phòng bếp,cái ghế
vivqa-dataset/images/image_409042.jpg,một loại trái cây nằm ở đâu,cái rổ,cái rổ
vivqa-dataset/images/image_255849.jpg,người phụ nữ nướng bánh pizza ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_47652.jpg,người đàn ông cắt một chiếc bánh pizza ở đâu,chảo,chảo
vivqa-dataset/images/image_17587.jpg,hai người ăn ở đâu,quán ăn,quán ăn
vivqa-dataset/images/image_581566.jpg,ghế vệ sinh làm bằng gỗ ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_361905.jpg,người đang nằm ở đâu,giường,giường
vivqa-dataset/images/image_444583.jpg,người đàn ông với một cái loa đang đi bộ ở đâu,đường phố,đường phố
vivqa-dataset/images/image_468214.jpg,một bàn chải đánh răng điện được rửa sạch ở đâu,chậu,phòng tắm
vivqa-dataset/images/image_457085.jpg,hai con mèo đen trắng đang ở đâu,cửa sổ,cửa sổ
vivqa-dataset/images/image_198277.jpg,người đàn ông với một chiếc ô đứng ở đâu,đường phố,đường phố
vivqa-dataset/images/image_235177.jpg,một người đàn ông đang ở đâu,con thuyền,con thuyền
vivqa-dataset/images/image_561196.jpg,diều đầy màu sắc ở đâu,cửa sổ,cửa
vivqa-dataset/images/image_320480.jpg,người đàn ông đang làm việc ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_367969.jpg,người đội mũ bảo hiểm và cầm một vài món hàng ở đâu,cái túi,đường phố
vivqa-dataset/images/image_214174.jpg,người đàn ông mặc một bộ đồ đang nhìn ở đâu,gương,gương
vivqa-dataset/images/image_375185.jpg,con mèo mướp sọc lông xù nằm trải dài ở đâu,giường,giường
vivqa-dataset/images/image_369167.jpg,bé trai đẻ ở đâu,giường,giường
vivqa-dataset/images/image_356868.jpg,người phụ nữ chụp một bức ảnh của mình từ đâu,gương,gương
vivqa-dataset/images/image_145212.jpg,hai gấu bắc cực trắng đang ở đâu,chuồng,cái ghế
vivqa-dataset/images/image_580629.jpg,bát và thìa ở đâu,chậu,chậu
vivqa-dataset/images/image_398494.jpg,xe đạp đậu ở đâu,phòng bếp,xe đạp
vivqa-dataset/images/image_24299.jpg,con mèo đang đi lang thang ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_63446.jpg,xe cổ điển đang đỗ ở đâu,ga-ra,đường phố
vivqa-dataset/images/image_415232.jpg,đầu bếp giữ một con dao ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_388457.jpg,một giường và một cửa sổ nằm ở đâu,phòng,phòng
vivqa-dataset/images/image_109319.jpg,gấu bắc cực trắng đang ở đâu,chuồng,vườn bách thú
vivqa-dataset/images/image_251589.jpg,lực lượng quân sự vũ trang đang ở đâu,xe tải,xe tải
vivqa-dataset/images/image_389463.jpg,con mèo đang ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_359825.jpg,người đàn ông lái xe ở đâu,xe,con ngựa
vivqa-dataset/images/image_503647.jpg,vài con ngựa vằn đang đứng ở đâu,chuồng,chuồng
vivqa-dataset/images/image_281382.jpg,đi văng nằm ở đâu,phòng,phòng
vivqa-dataset/images/image_122937.jpg,em bé đang ngồi ở đâu,găng tay,giường
vivqa-dataset/images/image_342618.jpg,người phụ nữ chụp một bức ảnh của mình ở đâu,gương,gương
vivqa-dataset/images/image_439995.jpg,lò vi sóng đã gắn kết bên trong của một bức tường đặt ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_461333.jpg,người phụ nữ đang ngồi ở đâu,balo,cái ghế
vivqa-dataset/images/image_158077.jpg,cô gái nằm ở đâu,giường,giường
vivqa-dataset/images/image_252801.jpg,người đàn ông đang đo một số nước đóng chai ở đâu,cái thìa,sân
vivqa-dataset/images/image_309710.jpg,bồn vệ sinh được trưng bày ở đâu,cửa hàng,phòng tắm
vivqa-dataset/images/image_374033.jpg,giường ngồi ở đâu,phòng ngủ,phòng
vivqa-dataset/images/image_295686.jpg,băng ghế được sơn ở đâu,thư viện,cửa hàng
vivqa-dataset/images/image_154547.jpg,"nơi để đồ cho trẻ mới biết đi và đeo ván trượt, mỉm cười trước ống kính ở đâu",trượt tuyết,cái ghế
vivqa-dataset/images/image_510349.jpg,con mèo đang nhìn ở đâu,gương,gương
vivqa-dataset/images/image_305887.jpg,nhà vệ sinh trắng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_380086.jpg,hai con hươu cao cổ đứng cạnh nhau ở đâu,chuồng,chuồng
vivqa-dataset/images/image_26538.jpg,đâu là nơi một vài con hươu cao cổ đứng,chuồng,vườn bách thú
vivqa-dataset/images/image_349875.jpg,xe tải dường như ở đâu,gương,đường phố
vivqa-dataset/images/image_422779.jpg,nơi nào để bàn trang điểm và bộ đồ trong phòng tắm và cửa mở để chỉ hai chiếc giường,phòng ngủ,phòng tắm
vivqa-dataset/images/image_287998.jpg,những trái cam được đặt ở đâu,cái rổ,chậu
vivqa-dataset/images/image_223086.jpg,người đang chơi trò trượt ván ở đâu,đường,đường phố
vivqa-dataset/images/image_508281.jpg,cậu bé đang ở đâu,xe đẩy,cửa hàng
vivqa-dataset/images/image_209279.jpg,nhóm người đang ở đâu,phòng,phòng
vivqa-dataset/images/image_333555.jpg,phòng khách và phòng ăn nằm ở đâu,nhà ở,nhà ở
vivqa-dataset/images/image_259712.jpg,một đống thứ ngẫu nhiên đang nằm ở đâu,ngăn kéo,phòng
vivqa-dataset/images/image_253424.jpg,hai nhà vệ sinh đặt ở đâu,phòng,phòng tắm
vivqa-dataset/images/image_410226.jpg,con bò rúc vào một con bê con ở đâu,chuồng trại,đường phố
vivqa-dataset/images/image_332562.jpg,con gấu em bé đang lang thang ở đâu,sân,sân
vivqa-dataset/images/image_549231.jpg,con mèo trắng và xám ở đâu,chậu,chậu
vivqa-dataset/images/image_521008.jpg,cô gái đang chụp ảnh selfie ở đâu,chuồng,gương
vivqa-dataset/images/image_303076.jpg,người chuẩn bị thức ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_204225.jpg,bốn người đang chơi một bảng điều khiển nintendo wii ở đâu,phòng,phòng
vivqa-dataset/images/image_419980.jpg,người phụ nữ đặt chảo ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_348290.jpg,người đàn ông đang ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_571279.jpg,sự đa dạng của trái cây ở đâu,món ăn,thùng chứa
vivqa-dataset/images/image_48680.jpg,nhóm người có bia đang ngồi ở đâu,phòng,phòng
vivqa-dataset/images/image_14453.jpg,con mèo xám đang nhìn ở đâu,gương,gương
vivqa-dataset/images/image_354532.jpg,cậu bé đọc một cuốn sách ở đâu,giường,giường
vivqa-dataset/images/image_545958.jpg,người đang đứng ở đâu,đường phố,đường phố
vivqa-dataset/images/image_74502.jpg,"gạo, trái cây và rau quả ở đâu",cái mâm,cái rổ
vivqa-dataset/images/image_456033.jpg,bông hoa hồng ở đâu,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_480161.jpg,người được phản chiếu ở đâu,gương,gương
vivqa-dataset/images/image_520072.jpg,nhà vệ sinh trắng và bồn tắm ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_560948.jpg,bồn rửa được đặt ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_102589.jpg,donuts đang đặt cạnh nhau ở đâu,hộp,hộp
vivqa-dataset/images/image_77298.jpg,tàu đang kéo lên ở đâu,trạm,trạm
vivqa-dataset/images/image_332836.jpg,một số ít người làm nhiều công việc khác nhau ở đâu,văn phòng,máy vi tính
vivqa-dataset/images/image_273445.jpg,bộ thang leo ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_127540.jpg,hai hươu cao cổ ở đâu,vườn bách thú,vườn bách thú
vivqa-dataset/images/image_371143.jpg,cậu bé đang tập đi bóng chày ở đâu,lồng,lồng
vivqa-dataset/images/image_549230.jpg,gia đình đang ngồi ở đâu,phòng,phòng
vivqa-dataset/images/image_216254.jpg,cửa hàng tạm thời được thiết lập ở đâu,tòa nhà,cửa hàng
vivqa-dataset/images/image_296696.jpg,một máy tính xách tay và một gói khăn giấy nằm ở đâu,cái túi,cái túi
vivqa-dataset/images/image_367398.jpg,người đàn ông đã gỡ rối bộ điều khiển ở đâu,phòng ngủ,giường
vivqa-dataset/images/image_196096.jpg,người xuống một ngọn núi trắng dưới bầu trời xanh ở đâu,trượt tuyết,trượt tuyết
vivqa-dataset/images/image_37198.jpg,người phụ nữ tiếp cận với đồ dùng nghệ thuật ở đâu,phòng,phòng
vivqa-dataset/images/image_237550.jpg,xe đạp và xe máy đã xếp hàng ở đâu,tòa nhà,ga-ra
vivqa-dataset/images/image_545351.jpg,cặp đôi đứng trên đỉnh dốc ở đâu,trang thiết bị,trượt tuyết
vivqa-dataset/images/image_286388.jpg,ký hiệu đường phố chỉ ra một cái bướu ở đâu,đường bộ,đường phố
vivqa-dataset/images/image_151499.jpg,xe buýt thành phố dừng lại ở đâu,vạch kẻ đường,đường phố
vivqa-dataset/images/image_475985.jpg,chiếc giường nằm ở đâu,phòng,phòng
vivqa-dataset/images/image_246494.jpg,người phụ nữ đang ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_239114.jpg,bình hoa ở đâu,lọ cắm hoa,cửa sổ
vivqa-dataset/images/image_250949.jpg,những trái chuối nằm ở đâu,cái rổ,cửa hàng
vivqa-dataset/images/image_5435.jpg,con mèo đen đang nằm ở đâu,băng ghế,băng ghế
vivqa-dataset/images/image_422828.jpg,bánh mì được chứa ở đâu,hộp,cái rổ
vivqa-dataset/images/image_194956.jpg,nơi có rất nhiều động vật và gấu bông,phòng,cửa hàng
vivqa-dataset/images/image_503482.jpg,nhà vệ sinh trắng đang đặt ở đâu,nhà vệ sinh,phòng tắm
vivqa-dataset/images/image_577052.jpg,người đàn ông nhật bản đang chuẩn bị thức ăn ở đâu,quán ăn,phòng bếp
vivqa-dataset/images/image_92346.jpg,thịt nướng thổ nhĩ kỳ ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_369338.jpg,trẻ mới biết đi ở đâu,giường,giường
vivqa-dataset/images/image_326414.jpg,người đàn ông đang nằm ở đâu,giường,giường
vivqa-dataset/images/image_49866.jpg,"những người đang ngồi và đứng ở đâu,",xe ô tô,xe lửa
vivqa-dataset/images/image_176730.jpg,nhóm người đứng ở đâu,hồ bơi,hồ bơi
vivqa-dataset/images/image_255804.jpg,tay cầm điện thoại di động và chụp ảnh ở đâu,gương,gương
vivqa-dataset/images/image_158107.jpg,người đàn ông mặc một chiếc áo len trắng đang ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_440310.jpg,người đàn ông dừng lại ở đâu,xe lăn,xe lăn
vivqa-dataset/images/image_294083.jpg,người phụ nữ trẻ mỉm cười sử dụng máy tính ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_424760.jpg,con mèo đen màu ngồi ở đâu,sân vườn,màu đen
vivqa-dataset/images/image_331370.jpg,học sinh vận hành máy tính xách tay ở đâu,lớp học,văn phòng
